"id","title","authors","venue","year"
"zHtkwO0u5tYJ","The Relationship Between International Trade and Linguistic Competence","J Stanley, D Ingram, G Chittick","Report to DEET,",
"qtSeY_1Q5YUJ","R. Yavatkar. Distributed File Organization with Scalable Cost/Performance. ACM-SIGMOD Int. Conf","R Vingralek, Y Breitbart, G Weikum","On Management of Data,",
"gfGSKwuJXO8J","Local and Global Query Optimization Mechanisms for Relational Databases","K Satoh, M Tsuchida, F Nakamura, K Oomachi","VLDB,",1985
"lEtduQE6LmgJ","Lightweight Uses of Logic in Conceptual Modelling","D Robertson, J AugustÄ±","ACM Press, New York,",
"0lAHCM-lcjIJ","Data Management for Asymmetric Communication Environments","S Acharya, R Alonso, M Franklin, S Zdonik, B Disks","Proc. ACM SIGMOD Conf., San Jose, CA, May,",
"KzqcbQwUPmAJ","Logjam: A Tangible Multi-Person Interface for Video Logging","J Cohen, M Withgott, P Piernot",,
"BZLkF_YQCiYJ","Out of the depths, an autobiographical study of mental disorder and religious experience.","AT Boisen",,1960
"Ow2iIfOJUm0J","International Students Publications and Forms Areas of Study Program Administrators Graduate Faculty ","F Assistance",,
"32hCxOgdM8EJ","Certificate programs: Alternative Ways to Career Advancement and Social Mobility","GJ Lopos","New Directions for Adult and Continuing Education,",1991
"cSCaEZboCIgJ","Transition to a unified system: using Perl to drive library databases and enhance Web site  ","JC Fagan","ELECTRONIC LIBRARY,",2001
"Wc7Thzna0HgJ","Role of nectin in organization of tight junctions in epithelial cells","A Fukuhara, K Irie, A Yamada, T Katata, T Honda, K ","Genes to Cells,",2002
"CjlBnzS51oAJ","Ultrastructural studies on stomatal development","B Galatis",,1974
"y8YwCE-kbMgJ","BASIC COMPUTER LITERACY SKILLS EXPECTED OF STUDENTS BY INSTRUCTORS AT WISCONSIN INDIANHEAD TECHNICAL ","RD Pennings",,2001
"-ZAKITqaNZUJ","SLAB: A software-based real-time virtual acoustic environment rendering system.","JD Miller",,
"glLXyAIPPkIJ","Determination of low levels of cadmium in blood by electrothermal atomization and atomic absorption  ","HT Delves, J Woodward","At Spectrosc,",
"7VB5N4BYX9cJ","Quantum groups Proc","VG Drinfeld","Proc. Int. Congr. Math., Berkeley,",
"url:http://doi.wiley.com/10.1002/he.76","The Role of the Grants Officer","LW Willard","New Directions for Higher Education,",2002
"Rl018_dXTQwJ","Sensory stimulation for brain injured individuals in coma or vegetative state","F Lombardi, M Taricco, A De Tanti, E Telaro, A  ","Cochrane Database Syst Rev,",2002
"E9MWD5nmNuQJ","KRIBER-an interactive PASCAL program to calculate distances and angles, to generate input files for  ","R Bialek","&hellip;  Kristallografie und Petrografie, ETH Zurich, Switzerland (",
"lx43M93LPHcJ","Providing Focus for Financial Management.","AJ Falender","New Directions for Higher Education,",1983
"MSdOR1yOGKcJ","Kanata: adaptation and evolution in data sharing systems","P Andritsos, A Fuxman, A Kementsietsidis, RJ  ","ACM SIGMOD Record,",2004
"wN1gLUwtQgQJ","Mix Barrington, Huong LeThanh, On Counting AC0 Circuits with Negative Constants","A Ambainis, A David","Proceedings of the 23rd International Symposium on ",
"yhJXXctSeUgJ","Multidatabase Interoperability","SIGMOD Record, 1990","SIGMOD Record,",1990
"LwZe_nTD__UJ","Mining fuzzy association rules in database","MK Chan, F Ada, HW Man","SIGMOD Record,",
"j_hnHoHFyYkJ","Modeling the Global short-period wavefield with a Monte Carlo Seismic phonon method","PM Shearer, PS Earle",,2004
"Ve97_p9rjogJ","Pflanzensoziologie.â??Springer Verlag","J Braun-Blanquet","Wien, AT,",
"rCahZZaAhqcJ","Automatic acquisition of the lexical semanl, ics of verbs fl'om sentence frames","M Webster, M Mm'cus","Procs of A CL&#39;89,",
"c1HLn78WvnUJ","The transport of ciguatoxin: A case report","G Asaeda","JOURNAL OF EMERGENCY MEDICINE,",2001
"UCd3zDTAvDIJ","ERP project dynamics and enacted dialogue: perceived understanding, perceived leeway, and the nature ","P Besson, F Rowe","ACM SIGMIS Database,",2001
"iPQ5DgAqS94J","Calculating upward and downward simulations of state-based specifications","J Derrick, E Boiten","Information and Software Technology,",1999
"gWvmT46wdooJ","Inside Visual C++ 6.0 (mit CD)","D Kruglinski, G Sheperd, S Wingo",,
"s7S2J-qGkrkJ","A CMOS Analog Parallel Array Processor Chip with Programmable Dynamics for Early Vision Tasks","R Carmona, F JimÃ©nez-Garrido, R DomÃ­nguez-Castro ",,
"0ZQnv8tOzBwJ","Finding Hierarchical Heavy Hitters in Data Streams","G Cormode, D Srivastava","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003
"eBioF2UxyBoJ","Classification of the finite dimensional simple Lie algebras in prime characteristic","AA Premet, H Strade",,
"2cnjfAdUQt4J","First-Year Impacts","P Patterns","New York: Manpower",
"n85SwXicWVgJ","Efficient Semantic-Based Content Search in P2P Network","HT Shen, Y Shu, B Yu","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING.,",2004
"nqhb6Cyu7RMJ","S. Peyt on Jones, A Short-cut to Deforestation","A Gill, J Launchbury","Proc. ACM",
"LGPotmosI9gJ","Measurements of Electron Cyclotron Emission From Non-Maxwellian Electron Distributions in TCV  ","P Blanchard, H Weisen, S Alberti, S Coda, P Gomez, ",,
"bZlpjMDZD5UJ","Effective memory use in a media server (extended version). Stan-ford Technical Report SIDL-IVP- ","E Chang, H Garcia-Molina",,1996
"-r42fmhetDIJ","Asynchronous Groupware Support Effects on Process Improvement Groups: An Action Research Study",", RJ McQueen",,
"sxo1ryVVzFoJ","Endoscopic submucosal resection with hook knife","O TSUNEO","&hellip;  International Endoscopy conference with live demonstration  &hellip;,",
"M_hWK8X773IJ","ho nson, JE Schweitzer, and ER Warkentine,â??A DBMS Facility for Handling Structured Engineering  ","J HR","Proc. 1989 ACM Engineering Design",
"ClDKMfHNOZMJ","Perceived Organizational Support and Leader-Member Exchange: A Social Exchange Perspective","SJ Wayne, LM Shore, RC Liden","The Academy of Management Journal,",1997
"3-KjEW_km2IJ","A Perspective on the Future of Massively Parallel Computing: Fine-Grain vs. Coarse-Grain Parallel  ","PT Tosic",,
"FfyGYjH6iNoJ","Automatic Data Fusion with HumMer","A Bilke, J Bleiholder, C Bohm, K Draba, F Naumann, ","Proceedings of the 31st VLDB Conference, Trondheim, Norway,",2005
"3f8I6gQNP6UJ","Behavior of dielectric barrier discharges in nitrogen/oxygen mixtures","R Brandenburg, KV Kozlov, AM Morozov, HE Wagner, P ","Proc. 26th Int. Conf. on Phenomena in Ionized Gases (ICPIG- &hellip;,",
"38Vz_jXCWv0J","A survey of protein variation in populations of the Pacific oyster, Crassostrea gigas, 92 pp. M. Sci","NE Buroker","thesis, University of Washington, Seattle, Washington 1975 ",
"StISg0TD5ZUJ","Cold tolerance","E Beck","See Ref,",
"JweirBN3PSUJ","Environmental Isotopes in Hydrogeology","ID Clark, P Fritz","CRC, New York,",1997
"jlzv21qakdoJ","A Data Model and Query Language to Explore Enhanced Links and Paths in Life Science Sources","G Mihaila, F Naumann, L Raschid, ME Vidal",,
"NG26eplZPWwJ","On the Apparent Visual Forms of Relativistically Moving Objects","PM Mathews, M Lakshmanan","I Nuovo Cimento,",1972
"dJEVZKkG84YJ","Microsoft ASP. NET step by step","GA Duthie",,
"fPkYFxIpfBUJ","Una evaluaciÃ³n del del modelo entidad relaciÃ³n extendido","H Saiedian","Information and Software Technology,",1997
"PKuKR5AUEsoJ","3D-surface modelling for Automotive applications with the use of Neural Networks","M Gadola, D Vetturi, P Maffezzoni","Proc. 28th ISATA-International Symposium on Automotive  &hellip;,",
"yRtmRji7lCAJ","Is splitting focal attention mediated by exogenous orienting of attention","L MacDonald","Unpublished manuscript,",
"sAYCyUcugbYJ","Primitives for Workload Summarization and Implications for SQL","S Chaudhuri, P Ganesan, V Narasayya","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003
"ThLxMqqAxjIJ","Ã?., Srivastava, D., and Tan, M., 1996, Semantic Data Caching and Replacement","S Dar, MJ Franklin, B JÃ³nsson","&hellip;  of the 22 thInternational Conference on Very Large Data ",
"X3M140ZMaMgJ","TC, Metadata for multimedia documents","KR BÃ?HM","SIGMOD Record, Special Issue on Metadata for Digital Media,",
"V--R0Nh61UwJ","Older Learners: A Viable Clientele.","KM O'Donnell","New Directions for Higher Education,",1980
"TOfkqZy9PrgJ","Hemispheric asymmetry and emotion","RJ Davidson","Approaches to emotion,",
"1TMIW7L9HcgJ","Mechanical behavior of steam-treated spruce wood under compressive strain","PP KÃ¤renlampi, P TynjÃ¤lÃ¤, P StrÃ¶m","Submitted for",
"c3832PwQ-f4J","Electromagnetic Analysis and Design in Magnetic Resonance Imaging","J Jianming",,
"jCXmp9zo-_wJ","Whither Engineering?â??Thinking for the Future","AV Lewis","BT Technology Journal,",1999
"ajg3gYq22j8J","OdeView: The Graphical Interface to Ode","R Agrawal, N Gehani, J Srinivasan","Proceedings of the ACM SIGMOD International Conference on ",
"fw5XfUh15osJ","H. Garc ia-Molina, and Andreas Paepcke. STARTS Stanford protocol proposal for Internet retrieval and ","L Gravano, K Chang","Technical report, Computer Science Department, Stanford ",
"FGrcH7XeeMsJ","Information Management for Gaze Control in Vision Guided Biped Walking","JF Seara",,
"CtLgOhQzVrwJ","Participation in the ICZM Processes: Mechanisms and Procedures needed","G King","&hellip;  Study for the European Demonstration Programme on ICZM,",
"zZHw78zpoQ8J","Usage Scenarios of DBMS, Keynote","R Munz","25th International Conference on Very Large Data Bases,  &hellip;,",
"qP0jZsOBaCgJ","Efficient EBV Superinfection of Group I Burkitt's Lymphoma Cells Distinguishes Requirements for  ","TJ Evans, MG Jacquemin, PJ Farrell","VIROLOGY-NEW YORK-,",1995
"vZuvXH5l1kUJ","A Conceptual Framework for the Design of Organizational Control Mechanisms","WG Ouchi","Management Science,",1979
"yZy4PLAKiKsJ","Human Resource Development's Role in Women's Career Progress","KS McDonald, LM Hite","New Directions for Adult and Continuing Education,",1998
"Ii149HaUfkcJ","The Disposition of Children with Croup Treated with Racemic Epinephrine and Dexamethasone in the  ","JD Rizos, BE DiGravio, MJ Sehl, JM Tallon","JOURNAL OF EMERGENCY MEDICINE,",1998
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099600%26type%3Dpdf","Applying Cosine Series to Join Size Estimation","C Luo, Z Jiang, WC Hou","Proceedings of the 14th ACM international conference on  &hellip;,",2005
"JnV4W3TKPxMJ","A language based multidatabase system","E KÃ¼hn, T Tschernko, K Schwarz","Proceedings of the 1994 ACM SIGMOD international conference  &hellip;,",1994
"Qx58CL7YX1IJ","Smart Mater. Struct","X Wang, DDL Chung","at",
"BR97rv-r0S0J","An Integrated system for the evaluation of risk from Volcanic gases at Vulcano Isalnd (Sicily)","M Favalli, F Giannini, MT Pareschi, M Ranci","Proceedings of IAMG98, Isola dâ??Ischia, Naples, 1998,",
"cRswTfcY9DIJ","The molecular portraits of breast tumors are conserved across microarray platforms","Z Hu, C Fan, JS Marron, X He, BF Qaqish, G Karaca, ",,2005
"hVJ0RXXsyw8J","Studies on primary hyperoxaluria","EW Frederick, MT Rabkin, RH Richie, LH Smith","vivo demonstration of a defect in glyoxylate metabolism. N  &hellip;,",
"aFR5JQquCFMJ","Self-Monitoring During Collegiate Studying: An Invaluable Tool for Academic Self-Regulation","BJ Zimmerman, AS Paulsen","NEW DIRECTIONS FOR TEACHING AND LEARNING,",1995
"url:http://portal.acm.org/citation.cfm%3Fid%3D1084805.1084817","Regular research articles","B Cooper","ACM SIGMOD Record,",2005
"Wpqud82RSPYJ","Entendendo a Lei de Responsabilidade Fiscal","E Nascimento, I Debus","Unpublished manuscript,",
"gT0ietFXq2gJ","Rigorous Evaluation of COTS Middleware Technology","I Gorton, A Liu, P Brebner",,
"98wnOTdfXscJ","Transformational Morphology of the Greek Noun","A Malikouti-Drachman","Athens, Greece,",
"D6FNpQIUqNwJ","Intelligent Software Agents for Managing Distributed Genomics Data","JW Keeleâ?¦","Proc. 28th Conf. Int&#39;l Soc. Animal Genetics",
"0Vt-mCdDgywJ","A sign-based phrase structure grammar for Turkish. Master's thesis","O Sehitoglu","Middle East Technical University,",
"da91q3uhag4J","Optimality conditions and homogenization","F Murat, L TARTAR","Proceedings ofâ?? Nonlinear variational problemsâ??, Isola d &hellip;,",
"M0abL9muZYgJ","Value and Productivity in the Internet Economy","A Barua, AB Whinston, F Yin",,
"hBm5FifM1y4J","Explaining away political crimes.","HF Dahl, Ã? SÃ¸rensen","Unpublished manuscript,",
"UwcxU0OJbjoJ","  Architecture//Advances in Databases and Information Systems, Third East European Conference, ADBIS' ","LB Sokolinsky","Proceedings of Short Papers.-Maribor: Institute of  &hellip;,",
"fdpauJ3GbekJ","Maximizing Cross-Functional New Product Teams' Innovativeness and Constraint Adherence: A Conflict  ","K Lovelace, DL Shapiro, LR Weingart","ACADEMY OF MANAGEMENT JOURNAL,",2001
"uleJSJ9fn5gJ","SWARMS: a geographic information system for desert locust forecasting","K Cressman","See Ref,",
"EZtmAlgBk40J","Fuzzy Logic in Diagnosis: Possibilistic Networks&quot; invited Chapter in Fuzzy Logic (J. Baldwin) John  ","M Ulieru",,
"VQDjA8ibNZoJ","Psychology-UW-Milwaukee Navigation Banner","N On-Line",,2005
"RpMVEA9Cc80J","Increasing success in school through priming: aa training manual","LD Wilde, LK Koegel, RL Koegel",,1992
"5BeWf7KPL88J","Learning a word processing system with training wheels and guided exploration","R Catrambone, JM Carroll","ACM SIGCHI Bulletin,",1986
"upOP6K5m-bkJ","Semantics and Implementation of schema evolution in object-oriented databases Proc. of ACM-SIGMOD  ","J Banerjee, W Kim, HK Kim, HF Korth","Conf. om Management of Data, San Francisco CA, May,",
"hJvqq1f9drgJ","Cardiotocography for antepartum fetal assessment","N Pattison, L McCowan","Cochrane Database Syst Rev,",2000
"j4c0nOUirDkJ","Unskilled and unaware of it: How difficulties in recognizing oneâ??s own incompetence lead to  ","J Kruger, D Dunning","Journal of Personality and Social Psychology,",1999
"6StFlriC-A8J","Usage and Attitude Survey About Credit and T &amp; E Cards","BA Agency","Athens, Greece,",
"1146FICAE50J","Risk vs. opportuniy, The technology's there, but few Web sites conduct transactions. Are companies'  ","K Gow","Computerworld,",
"nrEQsOAiE44J","An Ontological Analysis of the Relationship Construct Conceptual Modeling","W YAIR, CS VEDA, W KON","ACM Transactions on Database Systems,",
"kbZA_QpSCucJ","Reconciling Distance Functions and Level Sets","J Gomes, O Faugeras","LECTURE NOTES IN COMPUTER SCIENCE,",1999
"1btlNbfxIaIJ","Broadband pilot project brings architects, builders together onlineâ??â??","S Lais","Computerworld,",
"d5T54NeKom4J","Orderable Dimensions of Visual Texture for Data Display: Orientation, Size and Contrast","C Ware, W Knight",,
"OuM0E0BhEXIJ","Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System","S Chaudhuri, G Weikum","VLDB,",2000
"aAB6fCx2FEgJ","Creating an interactive immersive decision environment: linking modelling to visualisation","I BISHOP","Proceedings of the 23rd Annual International Conference of  &hellip;,",
"k4CGOBrxx_0J","A geographic redirection service for on-line games","C Chambers, W Feng, W Feng, D Saha","Proceedings of the eleventh ACM international conference on  &hellip;,",2003
"vtk5MXDp0d4J","Integration of asynchronous and self-checking multiple-valued current-mode circuits based on dual- ","T Hanyu, M Kameyama",,
"UQKLpnCTb0cJ","Codifying Guarded Definitions with Recursive Schemes","E Gimenez","LECTURE NOTES IN COMPUTER SCIENCE,",1995
"bIuzSI1xe84J","Sexual Selection and Taxonomic Diversity in Passerine Birds","TG Barraclough, PH Harvey, S Nee","Proceedings: Biological Sciences,",1995
"dOL7ytHorkQJ","The Transmeta Code Morphing Software: Using speculation, recovery and adaptive retranslation to  ","JC Dehnert, BK Grant, JP Banning, R Johnson, T  ",,
"l7glyH7ltuQJ","Tuple Routing Strategies for Distributed Eddies","F Tian, DJ DeWitt","VLDB,",2003
"VjozrvLkDjIJ","Multimethod probes of individualism and collectivism","HC Triandis, C McCusker, CH Hui","Journal of Personality and Social Psychology,",
"HqHnlDeFtIoJ","Some complexity questions related to distributed computations","A Yao","Proc. 11th ACM",
"p3-PBz0dpxcJ","Integrating User Views in Database Design","SB Navathe, R Elmasri, JA Larson","IEEE Computer,",
"NX9bCNDWjFkJ","Agile Software Development: Addison-Wesley Pub Co","A Cockburn",,
"quqr_n2cCQEJ","Sands, The Feynman Lectures on Physics","L Feynman","Volume",
"AOFlFvFQ8woJ","Issues relating to extension of the Basic Linear Algebra Subprograms","DS Dodson",,
"vaYNCrmSWCMJ","Additive problems and eigenvalues of the modular operators","YV Linnik","Proc. Int. Cong. Math. Stockholm",
"HNZUPXIIGzMJ","Stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer  ","A Keller",,1998
"40Mh__7XofkJ","Biomass for greenhouse gas emission reduction Task 4-6: Techno-economic characterisation of  ","ND Diamantidis, EG Koukios",,1999
"aU8MKDGl5QMJ","Characterization of Human Ocular Mucin Secretion Mediated by 15 (S)-HETE","JE Jumblatt, LT Cunningham, Y Li, MM Jumblatt","CORNEA-NEW YORK-,",2002
"mcDS-k71qpUJ","Computing Optimal Attribute Weight Settings for Nearest Neighbor Algorithms","CX Ling, H Wang","Artificial Intelligence Review,",1997
"XbvJHTrcf74J","Neural networks for identification, prediction, and control","DT Pham, X Liu",,1995
"L0RvrQHAbfEJ","On ripples","JR Wilton","Phil. Mag,",
"CCbWfTC4MQMJ","The limits of economy of material in frame structures","AGM Michell","Phil. Mag,",
"url:http://www.springerlink.com/index/Q43210876K7583P2.pdf","Process excellence and capability determination","C Mackie","BT Technology Journal,",1997
"JclQFC-1s18J","From Ternary Relationship to Relational Tables: A Case Against Common Beliefs","SIGMOD RECORD, 2002","SIGMOD RECORD,",2002
"xFVXGpI7zkIJ","Use of object-oriented constructs in a computational modeling system for earth scientists","KA Carlson",,1995
"I5dytWRZ5M4J","Soil microbiology and biochemistry. 2. ed. CalifÃ³rnia","EA Paul, FE Clark","San Diego: AcademicPress,",
"WsIGoW-1_k4J","Co-Operation in the Digital Ageâ??Engendering Trust in Electronic Environments","A Seleznyov, MO Ahmed, S Hailes","BT Technology Journal,",2004
"pWvaKmyYCRMJ","Radioprotection (colloques), this issue","NA Beresford, SM Wright, CL Barnett, JL Hingston,  ",,
"5hpvRmaH7kMJ","Emergency treatment of fever phobia","DS Nelson","JOURNAL OF EMERGENCY NURSING,",1998
"onlybp6SAAsJ","AD 2003. TelegraphCQ: Continuous Dataflow Processing for an Uncertain World","S Chandrasekaran, O Cooperâ?¦","Proc. of the Conf. on Innovative Data Systems Research (CIDR",
"yakFS8B4O4UJ","Fast Software Processing of Motion JPEG Video","BC Smith",,
"url:http://ieeexplore.ieee.org/iel5/2193/3608/00129232.pdf%3Farnumber%3D129232","Adaptive implementation of internal model principle for continuous time systems","G Feng",,
"yD6gkKYpqAEJ","In situ respiration of benthic communities in Castle Harbor, Bermuda","KL Smith, KA Burns, JM Teal","Marine Biology,",1972
"Xa1Ewp_P9hEJ","Small Place, Big Money: The Cayman Islands and the International Financial System.","SM Roberts","Economic Geography,",1995
"kgenpnUPn2wJ","Semantic Streams: a framework for declarative queries and automatic data interpretation","K Whitehouse, F Zhao, J Liu",,
"_BvJZACWQnIJ","Automotive box section design under torsion. Part 1: finite element modelling strategy","MMK Lee, T Pine, TB Jones","PROCEEDINGS-INSTITUTION OF MECHANICAL ENGINEERS PART D  &hellip;,",2000
"QP644DCdXsgJ","Theory of Dielectrical Optical Waveguides","D Marcuse","Academic, San Diego,",
"I34i53QjB9MJ","Estuarine processes and intertidal habitats in Grays Harbor, Washington","LW Gatto","A demonstration of remote sensing techniques. CRREL Report,",
"VcD2EDNjrS4J","Technical Article: Understanding Performance Testing","A Ching, A Wagner",,2001
"qLPhHC8lcJ8J","Administrative Arm-Twisting in the Shadow of Congressional Delegations of Authority","L Noah","WISCONSIN LAW REVIEW,",1997
"-qsHBe_0vI4J","J. Cardiff-Graphical Interaction with Heterogeneous Databases-","T Catarci, G Santucci","VLDB Journal, to be",
"sEN4I1hf9ToJ","A contract and balancing mechanism for sharing capacity in a communication network","E Anderson, F Kelly, R Steinberg",,
"sA7TNyWDhPAJ","Balneotherapy for rheumatoid arthritis and osteoarthritis","AP Verhagen, HC de Vet, RA de Bie, AG Kessels, M  ","Cochrane Database Syst Rev,",2000
"kMnXGU8LNgEJ","Short Proofs on Lrâ??Differentiability","H Rieder, P Ruckdeschel",,2000
"aXpIBUgemksJ","Discrete fairing","L Kobbelt","Proceedings of the Seventh IMA Conference on the Mathematics &hellip;,",1997
"x14Tk9HxI44J","Bancilhon. F. &amp; Mark, R.(1995). Objects and SQL: Strange relations","CJ Date, M Nelson",,
"peb7JzQDMVkJ","A Comparison of MPI Performance on Different MPPs","M Resch, H Berger, T Boenisch","LECTURE NOTES IN COMPUTER SCIENCE,",1997
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101210%26type%3Dpdf","Supporting Multi-Party Voice-Over-IP Services with Peer-to-Peer Stream Processing","X Gu, Z Wen, PS Yu, ZY Shae","Proceedings of the 13th annual ACM international conference  &hellip;,",2005
"2tuXRrSSJg8J","Topologically Constrained Manganese (III) and Iron (III) Complexes of Two Cross-Bridged  ","TJ Hubin, JM McCormick, NW Alcock, DH Busch","Acc. Chem. Res,",1996
"EgREwWwnDl8J","EMI prediction in system level simulation","RF Milson, PA Jamieson, KJ Scott","11th Int Zurich EMC Symposium, Zurich, Switzerland,",
"TCx3OC9-JJIJ","Methodology of Social Sciences","PA Gemtos",,1987
"4wU7PtxrNiMJ","CONVERGENCE-INNOVATION AND CHANGE OF MARKET STRUCTURES BETWEEN TELEVISION AND ONLINE SERVICES","M Dowling, C Lechner, B Thielmann",,
"9geq1clRBeUJ","Adiabatic invariants and the theory of quanta","P Ehrenfest","Phil. Mag,",
"Yi03tvebyKUJ","Inferring High-Level Behavior from Low-Level Sensors","DJ Patterson, L Liao, D Fox, H Kautz","LECTURE NOTES IN COMPUTER SCIENCE,",2003
"0pxb_vNzUDsJ","Reference Reconciliation in Complex Information Spaces","X Dong, A Halevy, J Madhavan",,
"Ro0mbGz4sVEJ","Surgical interruption of pelvic nerve pathways for primary and secondary dysmenorrhoea","ML Proctor, CM Farquhar, OJ Sinclair, NP Johnson","Cochrane Database Syst Rev,",2004
"a-thBLsDrQQJ","I want my AOP","R Laddad",,
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D8810G2C0231EC","Rare Earths--Applications and Technology","CK Gupta, TS Krishnan","Bombay, India, 25-26 Sept. 1986,",1986
"05T0i_mEVBQJ","Explaining the Enigmatic Anchoring Effect: Mechanisms of Selective Accessibility","F Strack, T Mussweiler","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1997
"hAiGk_XI3B4J","Guest Editor's Introduction: User InterfacesÂ¿ Opening a Window on the Computer","D Hix","IEEE Software,",1989
"ILjHdgB7fLIJ","Application of Head-Mounted Display to Radiotherapy Treatment Planning","JC Chung","Proceedings ACM",
"lX3ffUqDgBcJ","Toward Middleware Fault Injection for Automotive Networks","P Koopman, E Tran, G Hendrey",,
"ON4HGVIBeKEJ","The State's New Role in Facilities Planning: Maintain, Alter, Replace, and Reallocate.","WS Fuller","New Directions for Higher Education,",1980
"_NtogXr-E7UJ","The Perceived Fairness of Selection Systems: An Organizational Justice Perspective","SW Gilliland","The Academy of Management Review,",1993
"KR7-mFvqbR8J","Faecal index techniques for estimating herbage consumption by grazing animals","JL Corbett","Proc. Int. Grassl. Cong,",
"zduLLb847p8J","Using ultrasound to determine external pacer capture-an echocardiographic evaluation","D Ettin, T Cook","JOURNAL OF EMERGENCY MEDICINE,",1999
"5wYlQQp8yzcJ","Symbolic Math Software","B Simon","PC Magazine, August,",
"4dgu1WgYoDUJ","Calculation and mapping of critical loads in Europe, Status report 1993, RIVM Report 259101003","RJ Downing, JP Hetteling, PAM de Smet",,
"WCMOCNj_Tp0J","Assessment of Neonatal Diaphragmatic Paralysis Using Magnetic Phrenic Nerve Stimulation","GF Rafferty, A Greenough, G Dimitriou, MI Polkey,  ",,
"dqIJgNdPShcJ","Animal models to study Escherichia coli O157: H7 isolated from patients with haemorrhagic colitis",", ME Potter, LW Riley, TJ Barrett, PA Blake, CA  ","Lancet i,",1983
"7ZnuUiiR3igJ","Spin Vector, Shape, and Size of the Amor Asteroid (6053) 1993 BW~ 3","P Pravec, M Wolf, L Sarounova, AW Harris, JK  ","ICARUS-NEW YORK-,",1997
"wubaXvkwzk8J","Simulating P2P Networks","MT Schlosser, SD Kamvar","Technical report, Stanford University,",
"RR-I8bc7kXEJ","Ã¢â?¬ Å?Dynamic voting. Ã¢â?¬Â? in Proc","S Jajodia, D Mutchler",,
"SyssTWXCsf8J","Plasma Etching, an Introduction 1Academic","DM Manos, DL Flamm","San Diego,",
"EKddTPYwJNkJ","Confirmation of Traumatic Interhemispheric Subdural Hematoma by Magnetic Resonance Imaging","VA Romano, GJ Toffol","JOURNAL OF EMERGENCY MEDICINE,",1994
"8lYrmzX8TosJ","VARBRUL programs","S Pintzuk","Unpublished manuscript,",
"vNW-Vb97R8gJ","The forcing geodetic number of a graph","G Chartrand, P Zhang","DISCUSSIONES MATHEMATICAE GRAPH THEORY,",1999
"5Ep0lkiWzmAJ","Termination of context-sensitive rewriting by rewriting","S Lucas","Proceedings of the 23rd International Colloquium on Automata &hellip;,",1996
"o3sZZZUXcx0J","Video transport over wireless channels: a cycle-based approach for rate control","M Hassan, L Atzori, M Krunz","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099667%26type%3Dpdf","A Hybrid Approach to NER by MEMM and Manual Rules","M Fresko, B Rosenfeld, R Feldman","Proceedings of the 14th ACM international conference on  &hellip;,",2005
"url:http://www.ingentaconnect.com/content/els/08830355/2001/00000035/00000002/art00020","Conclusion: what have we learned?","WB Elley","INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH,",2001
"JOeCx3QYNIYJ","Client puzzles: A cryptographic defense against connection depletion attacks","A Juels, J Brainard","Proceedings of NDSS,",
"JKy3Lo_oe5gJ","The impact of herbivory by Olympic marmots on the structure of subalpine meadow vegetation: MS  ","AF Watson","University of Washington, Seattle,",
"3cDCBxaq11YJ","Test challenges for deep sub-micron technologies","TC Kwang, D Sujit","Proc 37th ACM/IEEE DAC,",
"bYwA-YOecBQJ","RB, Warren,&quot; A Computer System for Cardiac Electrical Measurement and Control,&quot;","RC Barr, GS Herman-Giddens, MS Spach","Proc. 28th ACEMB, Sept,",
"jjhaBNByh5QJ","Multimode spectral coding of speech at low bit rates","A Das",,1996
"Wfy4M36QFtwJ","The linear rational collocation method with iteratively optimized poles for two-point boundary value ","JP Berrut, HD Mittelmann","submitted for publication,",
"cixQCxoXzvUJ","Using signal proceesing to analyze wireless data traffic","C Partridge, D Cousins, A Jackson, R Krishnan, T  ","Proceedings of ACM workshop on Wireless",
"7wR9m6I7AXIJ","Monoallelic expresion of the odourant receptor gene and axonal projection of olfactory sensory  ","T Ishii, S Serizawa, A Kohda, H Nakatani, T  ","Genes to Cells,",2001
"rpAwxzbuM_oJ","Merging models based on given correspondences","PA Bernstein, RA Pottinger","Proc. 29th VLDB Conference, Berlin",
"vYF8ANUBCCMJ","Rooted circuits of closed-set systems and a max-flow min-cut theorem for stem clutters of affine  ","M Hachimori, M Nakamura","Submitted for",
"rhuqpAE4LUoJ","Applying wavelets in image database retrieval","JZ Wang, G Wiederhold, O Firschein, SX Wei","Technical report, Stanford University, November",
"e5-CTg05DkUJ","The Acute Pediatric Scrotum","MW Schul, MA Keating","JOURNAL OF EMERGENCY MEDICINE,",1993
