"id","title","authors","venue","year"
"conf/sigmod/FabretJLPRS01","Filtering Algorithms and Implementation for Very Fast Publish/Subscribe","F Fabret, H Jacobsen, F Llirbat, J Pereira, K Ross, D Shasha","SIGMOD Conference",2001
"journals/sigmod/ChangASS98","T2: A Customizable Parallel Database for Multi-Dimensional Data","C Chang, A Acharya, A Sussman, J Saltz","SIGMOD Record",1998
"conf/sigmod/ButtlerLPP01","OminiSearch: A Method for Searching Dynamic Content on the Web","D Buttler, L Liu, C Pu, H Paques","SIGMOD Conference",2001
"journals/sigmod/ACT-NET96","ACT-NET - The Active Database Management System Manifesto: A Rulebase of ADBMS Features","N/A","SIGMOD Record",1996
"journals/sigmod/BrunieK96","Control Strategies for Complex Relational Query Processing in Shared Nothing Systems","L Brunie, H Kosch","SIGMOD Record",1996
"conf/sigmod/AfratiLU01","Generating Efficient Plans for Queries Using Views","F Afrati, C Li, J Ullman","SIGMOD Conference",2001
"conf/sigmod/Smith01","MPEG-7 Standard for Multimedia Databases","N/A","N/A",2001
"journals/sigmod/GerlhofKM96","On the Cost of Monitoring and Reorganization of Object Bases for Clustering","C Gerlhof, A Kemper, G Moerkotte","SIGMOD Record",1996
"conf/sigmod/LangS01","Modeling High-Dimensional Index Structures using Sampling","C Lang, A Singh","SIGMOD Conference",2001
"journals/sigmod/NormanZT96","Much Ado About Shared-Nothing","M Norman, T Zurek, P Thanisch","SIGMOD Record",1996
"journals/sigmod/BestavrosLS96","Report on First International Workshop on Real-Time Database Systems","N/A","N/A",1996
"conf/sigmod/Meseck01","Data Management: Lasting Impact of the Wild, Wild, Web","R Meseck","SIGMOD Conference",2001
"conf/sigmod/DeolaseeKPRS01","Dissemination of Dynamic Data","P Deolasee, A Katkar, A Panchbudhe, K Ramamritham, P Shenoy","SIGMOD Conference",2001
"journals/sigmod/HasanFV96","Open Issues in Parallel Query Optimization","W Hasan, D Florescu, P Valduriez","SIGMOD Record",1996
"conf/sigmod/StonebrakerH01","Content Integration for E-Business","M Stonebraker, J Hellerstein","SIGMOD Conference",2001
"journals/sigmod/Dogac96","Middle East Technical University Software Research and Development Center","A Dogac","SIGMOD Record",1996
"conf/sigmod/ShahC01","Fault-tolerant, Load-balancing Queries in Telegraph","M Shah, S Chandrasekaran","SIGMOD Conference",2001
"journals/sigmod/BilirisP96","The BeSS Object Storage Manager: Architecture Overview","A Biliris, E Panagos","SIGMOD Record",1996
"journals/sigmod/DAndreaJ96","UniSQL's Next-Generation Object-Relational Database Management System","A D'Andrea, P Janus","SIGMOD Record",1996
"conf/sigmod/HaasH01","Online Query Processing","N/A","N/A",2001
"journals/sigmod/Colliat96","OLAP, Relational, and Multidimensional Database Systems","G Colliat","SIGMOD Record",1996
"conf/sigmod/Larson01","XML Data Management Go Native or Spruce up Relational Systems? (Panel Abstract)","P Larson","SIGMOD Conference",2001
"journals/sigmod/Widom96","Editor's Notes","J Widom","SIGMOD Record",1996
"conf/sigmod/Bussler01","Semantic B2B Integration","N/A","N/A",2001
"journals/sigmod/Qian96a","Scientist's Called Upon to Take Actions","X Qian","SIGMOD Record",1996
"conf/sigmod/GoldsteinL01","Optimizing Queries Using Materialized Views: A practical, scalable solution","J Goldstein, P Larson","SIGMOD Conference",2001
"journals/sigmod/UlusoyB96","Exploiting Main Memory DBMS Features to Improve Real-Time Concurrency Control Protocols","� Ulusoy, A Buchmann","SIGMOD Record",1996
"conf/sigmod/ShouCTRH01","REVIEW: A Real Time Virtual Walkthrough System","L Shou, J Chionh, K Tan, Y Ruan, Z Huang","SIGMOD Conference",2001
"journals/sigmod/Bestavros96","Advances in Real-Time Database Systems Research","A Bestavros","SIGMOD Record",1996
"conf/sigmod/TatarinovIHW01","Updating XML","I Tatarinov, Z Ives, A Halevy, D Weld","SIGMOD Conference",2001
"conf/sigmod/MistryRSR01","Materialized View Selection and Maintenance Using Multi-Query Optimization","H Mistry, P Roy, S Sudarshan, K Ramamritham","SIGMOD Conference",2001
"journals/sigmod/AndlerHEMBE96","DeeDS Towards a Distributed and Active Real-Time Database System","S Andler, J Hansson, J Eriksson, J Mellin, M Berndtsson, B Eftring","SIGMOD Record",1996
"journals/sigmod/LinP96","Enhancing External Consistency in Real-Time Transactions","K Lin, S Peng","SIGMOD Record",1996
"conf/sigmod/GionisGK01","Efficient and Tunable Similar Set Retrieval","A Gionis, D Gunopulos, N Koudas","SIGMOD Conference",2001
"conf/sigmod/AgichteinGV01","Snowball: A Prototype System for Extracting Relations from Large Text Collections","E Agichtein, L Gravano, J Pavel, V Sokolova, A Voskoboynik","SIGMOD Conference",2001
"journals/sigmod/SilberschatzSU96","Database Research: Achievements and Opportunities Into the 21st Century","A Silberschatz, M Stonebraker, J Ullman","SIGMOD Record",1996
"conf/sigmod/KimCK01","Optimizing Multidimensional Index Trees for Main Memory Access","K Kim, S Cha, K Kwon","SIGMOD Conference",2001
"journals/sigmod/PhatakSSS96","Database Research at the Indian Institute of Technology, Bombay","D Phatak, N Sarda, S Seshadri, S Sudarshan","SIGMOD Record",1996
"journals/sigmod/RamamrithamSSTX96","Integrating Temporal, Real-Time, and Active Databases","K Ramamritham, R Sivasankaran, J Stankovic, D Towsley, M Xiong","SIGMOD Record",1996
"conf/sigmod/ClaypoolRZSK01","Gangam - A Solution to Support Multiple Data Models, their Mappings and Maintenance","K Claypool, E Rundensteiner, X Zhang, H Su, H Kuno, W Lee, G Mitchell","SIGMOD Conference",2001
"conf/sigmod/BertinoCF01","Securing XML Documents: the Author-X Project Demonstration","E Bertino, S Castano, E Ferrari","SIGMOD Conference",2001
"journals/sigmod/HaritsaS96","Real-Time Index Concurrency Control","J Haritsa, S Seshadri","SIGMOD Record",1996
"journals/sigmod/KuoM96","Real-Time Database - Similarity Semantics and Resource Scheduling","T Kuo, A Mok","SIGMOD Record",1996
"conf/sigmod/BabuGR01","SPARTAN: A Model-Based Semantic Compression System for Massive Data Tables","S Babu, M Garofalakis, R Rastogi","SIGMOD Conference",2001
"journals/sigmod/SonDT96","Improving Timeliness in Real-Time Secure Database Systems","S Son, R David, B Thuraisingham","SIGMOD Record",1996
"conf/sigmod/LamCKNH01","RETINA: A REal-time TraffIc NAvigation System","K Lam, E Chan, T Kuo, S Ng, D Hung","SIGMOD Conference",2001
"journals/sigmod/AdelbergKG96","Overview of the STanford Real-time Information Processor (STRIP)","B Adelberg, B Kao, H Garcia-Molina","SIGMOD Record",1996
"conf/sigmod/GreenwaldK01","Space-Efficient Online Computation of Quantile Summaries","M Greenwald, S Khanna","SIGMOD Conference",2001
"conf/sigmod/DraperHW01","The Nimble Integration Engine","D Draper, A Halevy, D Weld","SIGMOD Conference",2001
"journals/sigmod/TsotrasK96","Temporal Database Bibliography Update","V Tsotras, A Kumar","SIGMOD Record",1996
"conf/sigmod/Galindo-LegariaJ01","Orthogonal Optimization of Subqueries and Aggregation","C Galindo-Legaria, M Joshi","SIGMOD Conference",2001
"journals/sigmod/BerndtssonH96","Workshop Report: The First International Workshop on Active and Real-Time Database Systems (ARTDB-95)","N/A","N/A",1996
"conf/sigmod/DeshpandeGR01","Independence is Good: Dependency-Based Histogram Synopses for High-Dimensional Data","A Deshpande, M Garofalakis, R Rastogi","SIGMOD Conference",2001
"journals/sigmod/Baeza-YatesN96","Integrating Contents and Structure in Text Retrieval","R Baeza-Yates, G Navarro","SIGMOD Record",1996
"journals/sigmod/FreemanG96","Lifestreams: A Storage Model for Personal Data","E Freeman, D Gelernter","SIGMOD Record",1996
"conf/sigmod/LazaridisM01","Progressive Approximate Aggregate Queries with a Multi-Resolution Tree Structure","I Lazaridis, S Mehrotra","SIGMOD Conference",2001
"journals/sigmod/Wade96","Object Query Standards","A Wade","SIGMOD Record",1996
"conf/sigmod/BrunoCG01","STHoles: A Multidimensional Workload-Aware Histogram","N Bruno, S Chaudhuri, L Gravano","SIGMOD Conference",2001
"journals/sigmod/UrbanDG96","Database Research at Arizona State University","S Urban, S Dietrich, F Golshani","SIGMOD Record",1996
"conf/sigmod/Mohan01","Application Servers: Born-Again TP Monitors for the Web? (Panel Abstract)","C Mohan","SIGMOD Conference",2001
"journals/sigmod/Gaffney96","Illustra's Web DataBlade Module","J Gaffney","SIGMOD Record",1996
"conf/sigmod/KalnisP01","Proxy-Server Architectures for OLAP","P Kalnis, D Papadias","SIGMOD Conference",2001
"journals/sigmod/Anonymous96","MQSeries and CICS Link for Lotus Notes","N/A","SIGMOD Record",1996
"conf/sigmod/YuMWL01","Efficient and Effective Metasearch for Text Databases Incorporating Linkages among Documents","C Yu, W Meng, W Wu, K Liu","SIGMOD Conference",2001
"journals/sigmod/Qian96","Shutdown, Budget, and Funding","X Qian","SIGMOD Record",1996
"conf/sigmod/ChenGK01","Query Optimization In Compressed Database Systems","Z Chen, J Gehrke, F Korn","SIGMOD Conference",2001
"journals/sigmod/KramerNKRLKLZ97","WWW-UDK: A Web-based Environmental Meta-Information System","R Kramer, R Nikolai, A Koschel, C Rolker, P Lockemann, A Keitel, R Legat, K Zirm","SIGMOD Record",1997
"conf/sigmod/BohannonMR01","Main-Memory Index Structures with Fixed-Size Partial Keys","P Bohannon, P McIlroy, R Rastogi","SIGMOD Conference",2001
"journals/sigmod/TomasicS97","Improving Access to Environmental Data Using Context Information","A Tomasic, E Simon","SIGMOD Record",1997
"conf/sigmod/WynblattN01","The Network is the Database: Data Management for Highly Distributed Systems","J Navas, M Wynblatt","SIGMOD Conference",2001
"journals/sigmod/AbelTK97","Integrating Modelling Systems for Environmental Management Information Systems","D Abel, K Taylor, D Kuo","SIGMOD Record",1997
"conf/sigmod/AggarwalY01","Outlier Detection for High Dimensional Data","C Aggarwal, P Yu","SIGMOD Conference",2001
"conf/sigmod/CarinoKKB01","StorHouse Metanoia - New Applications for Database, Storage & Data Warehousing","F Cari�o, P Kostamaa, A Kaufmann, J Burgess","SIGMOD Conference",2001
"journals/sigmod/Gunther97","Environment Information Systems - Guest Editor's Foreword","N/A","N/A",1997
"journals/sigmod/KaradimitriouT97","Min-Max Compression Methods for Medical Image Databases","K Karadimitriou, J Tyler","SIGMOD Record",1997
"conf/sigmod/ZhangNDLL01","On Supporting Containment Queries in Relational Database Management Systems","C Zhang, J Naughton, D DeWitt, Q Luo, G Lohman","SIGMOD Conference",2001
"conf/sigmod/ChenGM01","Improving Index Performance through Prefetching","S Chen, P Gibbons, T Mowry","SIGMOD Conference",2001
"journals/sigmod/BunemanRU97","Mediator Languages - a Proposal for a Standard","P Buneman, L Raschid, J Ullman","SIGMOD Record",1997
"conf/sigmod/AgrawalCN01","Materialized View and Index Selection Tool for Microsoft SQL Server 2000","S Agrawal, S Chaudhuri, V Narasayya","SIGMOD Conference",2001
"journals/sigmod/Gardels97","Open GIS and On-Line Environmental Libraries","K Gardels","SIGMOD Record",1997
"journals/sigmod/RiekertMW97","Management of Data and Services in the Environmental Information System (UIS) of Baden-W�rttemberg","W Riekert, R Mayer-F�ll, G Wiest","SIGMOD Record",1997
"conf/sigmod/Sahuguet01","\Kweelt: More than just \""\""yet another framework to query XML!\""\""\""""","A Sahuguet","SIGMOD Conference",2001
"journals/sigmod/Ioannidis96","Dynamic Information Visualization","Y Ioannidis","SIGMOD Record",1996
"conf/sigmod/GetoorTK01","Selectivity Estimation using Probabilistic Models","L Getoor, B Taskar, D Koller","SIGMOD Conference",2001
"journals/sigmod/Date96","A Response to R. Camps' Article ``Domains, Relations and Religious Wars''","C Date","SIGMOD Record",1996
"conf/sigmod/HristidisKP01","PREFER: A System for the Efficient Execution of Multi-parametric Ranked Queries","V Hristidis, N Koudas, Y Papakonstantinou","SIGMOD Conference",2001
"journals/sigmod/Qian97","Opportunities in Information Management and Assurance","X Qian","SIGMOD Record",1997
"conf/sigmod/JoshiA01","Mining Needle in a Haystack: Classifying Rare Classes via Two-phase Rule Induction","M Joshi, R Agarwal","SIGMOD Conference",2001
"journals/sigmod/DoanPSB97","Query Previews for Networked Information Systems: A Case Study with NASA Environmental Data","K Doan, C Plaisant, B Shneiderman, T Bruns","SIGMOD Record",1997
"conf/sigmod/IpeirotisGS01","Probe, Count, and Classify: Categorizing Hidden Web Databases","P Ipeirotis, L Gravano, M Sahami","SIGMOD Conference",2001
"conf/sigmod/NgWY01","Iceberg-cube computation with PC clusters","R Ng, A Wagner, Y Yin","SIGMOD Conference",2001
"journals/sigmod/AtkinsonDJPS96","An Orthogonally Persistent Java","M Atkinson, L Dayn�s, M Jordan, T Printezis, S Spence","SIGMOD Record",1996
"conf/sigmod/DoanDH01","Reconciling Schemas of Disparate Data Sources: A Machine-Learning Approach","A Doan, P Domingos, A Halevy","SIGMOD Conference",2001
"journals/sigmod/CoxEH96","3D Geographic Network Displays","K Cox, S Eick, T He","SIGMOD Record",1996
"conf/sigmod/KeoghCMP01","Locally Adaptive Dimensionality Reduction for Indexing Large Time Series Databases","E Keogh, K Chakrabarti, S Mehrotra, M Pazzani","SIGMOD Conference",2001
"journals/sigmod/HasanMV96","Applying database Visualization to the World Wide Web","M Hasan, A Mendelzon, D Vista","SIGMOD Record",1996
"journals/sigmod/KennedyMB96","A Framework for Information Visualisation","J Kennedy, K Mitchell, P Barclay","SIGMOD Record",1996
"conf/sigmod/GunopulosD01","Time Series Similarity Measures and Time Series Indexing","N/A","N/A",2001
"conf/sigmod/BabyCY01","VQBD: Exploring Semistructured Data","S Chawathe, T Baby, J Yeo","SIGMOD Conference",2001
"journals/sigmod/RafanelliBT96","The Aggregate Data Problem: A System for their Definition and Management","M Rafanelli, A Bezenchek, L Tininini","SIGMOD Record",1996
"conf/sigmod/CasatiS01","Models and Languages for Describing and Discovering E-Services","N/A","N/A",2001
"journals/sigmod/CatarciC96","Information Visualization, Guest Editors' Foreword","N/A","N/A",1996
"conf/sigmod/WhitneyS01","Lots o' Ticks: Real-Time High Performance Time Series Queries on Billions of Trades and Quotes","A Whitney, D Shasha","SIGMOD Conference",2001
"journals/sigmod/Widom96b","Editor's Notes","Jennifer Widom","SIGMOD Record",1996
"journals/sigmod/Darwen96","In Reply to Domains, relations and Religious Wars","H Darwen","SIGMOD Record",1996
"conf/sigmod/KriegelMPS01","Spatial Data Management for Computer Aided Design","H Kriegel, A M�ller, M P�tke, T Seidl","SIGMOD Conference",2001
"conf/sigmod/AdiBEY01","Monitoring Business Processes through Event Correlation based on Dependency Model","A Adi, D Botzer, O Etzion, T Yatzkar-Haham","SIGMOD Conference",2001
"journals/sigmod/Keim96","Pixel-oriented Database Visualizations","D Keim","SIGMOD Record",1996
"conf/sigmod/Amer-YahiaCLS01","Minimization of Tree Pattern Queries","S Amer-Yahia, S Cho, L Lakshmanan, D Srivastava","SIGMOD Conference",2001
"journals/sigmod/SantucciT96","To Table or Not to Table: a Hypertabular Answer","G Santucci, L Tarantino","SIGMOD Record",1996
"conf/sigmod/WuAA01","Using the Golden Rule of Sampling for Query Estimation","Y Wu, D Agrawal, A Abbadi","SIGMOD Conference",2001
"journals/sigmod/TaninBS96","Incremental data Structures and Algorithms for Dynamic Query Interfaces","E Tanin, R Beigel, B Shneiderman","SIGMOD Record",1996
"conf/sigmod/GehrkeKS01","On Computing Correlated Aggregates Over Continual Data Streams","J Gehrke, F Korn, D Srivastava","SIGMOD Conference",2001
"journals/sigmod/Ahlberg96","Spotfire: An Information Exploration Environment","C Ahlberg","SIGMOD Record",1996
"journals/sigmod/Eisenberg96","New Standard for Stored Procedures in SQL","A Eisenberg","SIGMOD Record",1996
"conf/sigmod/AggarwalY00","Finding Generalized Projected Clusters In High Dimensional Spaces","C Aggarwal, P Yu","SIGMOD Conference",2000
"journals/sigmod/Bhashyam96","TCP-D - The Challenges, Issues and Results","R Bhashyam","SIGMOD Record",1996
"conf/sigmod/PalmerF00","Density Biased Sampling: An Improved Method for Data Mining and Clustering","C Palmer, C Faloutsos","SIGMOD Conference",2000
"conf/sigmod/Lomet00","High Speed On-line Backup When Using Logical Log Operations","D Lomet","SIGMOD Conference",2000
"journals/sigmod/ShethGJRSWW96","Report from the NSF Workshop on Workflow and Process Automation in Information Systems","N/A","N/A",1996
"journals/sigmod/Sidell96","The Mariposa Distributed Database Management System","J Sidell","SIGMOD Record",1996
"conf/sigmod/LabioWGG00","Efficient Resumption of Interrupted Warehouse Loads","W Labio, J Wiener, H Garcia-Molina, V Gorelik","SIGMOD Conference",2000
"journals/sigmod/Camps96","Domains, Relations and Religious Wars","R Camps","SIGMOD Record",1996
"conf/sigmod/CatarciS01","The Prototype of the DARE System","T Catarci, G Santucci","SIGMOD Conference",2001
"journals/sigmod/ZobelMR96","Guidelines for Presentation and Comparison of Indexing Techniques","J Zobel, A Moffat, K Ramamohanarao","SIGMOD Record",1996
"conf/sigmod/ChangC01","PBIR - Perception-Based Image Retrieval","E Chang, T Cheng, L Chang","SIGMOD Conference",2001
"conf/sigmod/Rosenthal01","Will Database Researchers Have ANY Role in Data Security? (Panel Abstract)","A Rosenthal","SIGMOD Conference",2001
"journals/sigmod/Qian96b","New Programs at DARPA and NSF","X Qian","SIGMOD Record",1996
"conf/sigmod/NguyenACP01","Monitoring XML Data on the Web","B Nguyen, S Abiteboul, G Cobena, M Preda","SIGMOD Conference",2001
"journals/sigmod/Widom96a","Editor's Notes","J Widom","SIGMOD Record",1996
"conf/sigmod/ChoSG00","Finding Replicated Web Collections","J Cho, N Shivakumar, H Garcia-Molina","SIGMOD Conference",2000
"journals/sigmod/MedskerCS95","A Comparison of Three User Interfaces to Relational Microcomputer Data Bases","C Medsker, M Christensen, I Song","SIGMOD Record",1995
"conf/sigmod/OhHP00","Efficient and Cost-effective Techniques for Browsing and Indexing Large Video Databases","J Oh, K Hua","SIGMOD Conference",2000
"journals/sigmod/Segev95","Editor's (Farewell) Notes","N/A","N/A",1995
"conf/sigmod/RamaswamyRS00","Efficient Algorithms for Mining Outliers from Large Data Sets","S Ramaswamy, R Rastogi, K Shim","SIGMOD Conference",2000
"journals/sigmod/DogacAOD95","Implementation Aspects of an Object-Oriented DBMS","A Dogac, M Altinel, C Ozkan, I Durusoy","SIGMOD Record",1995
"journals/sigmod/KarlapalemLS95","HODFA: An Architectural Framework for Homogenizing Heterogeneous Legacy Database","K Karlapalem, Q Li, C Shum","SIGMOD Record",1995
"conf/sigmod/SzalayGKT00","Designing and Mining Multi-Terabyte Astronomy Archives: The Sloan Digital Sky Survey","A Szalay, P Kunszt, A Thakar, J Gray, D Slutz","SIGMOD Conference",2000
"conf/sigmod/GunopulosKTD00","Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes","D Gunopulos, G Kollios, V Tsotras, C Domeniconi","SIGMOD Conference",2000
"journals/sigmod/Hanna95","A Close Look at the IFO Data Model","M Hanna","SIGMOD Record",1995
"journals/sigmod/Chaudhri95","An Annotated Bibliography of Benchmarks for Object Databases","A Chaudhri","SIGMOD Record",1995
"conf/sigmod/AcharyaGP00","Congressional Samples for Approximate Answering of Group-By Queries","S Acharya, P Gibbons, V Poosala","SIGMOD Conference",2000
"conf/sigmod/WaasG00","Counting, Enumerating, and Sampling of Execution Plans in a Cost-Based Query Optimizer","F Waas, C Galindo-Legaria","SIGMOD Conference",2000
"journals/sigmod/JaegerF95","An Annotated Bibliography on Active Databases","U Jaeger, J Freytag","SIGMOD Record",1995
"conf/sigmod/WattezCBFF00","Benchmarking Queries over Trees: Learning the Hard Truth the Hard Way","F Wattez, S Cluet, V Benzaken, G Ferran, C Fiegel","SIGMOD Conference",2000
"journals/sigmod/BerraNT95","ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems","P Berra, K Nwosu, B Thuraisingham","SIGMOD Record",1995
"conf/sigmod/ZaharioudakisCLPU00","Answering Complex SQL Queries Using Automatic Summary Tables","M Zaharioudakis, R Cochrane, G Lapis, H Pirahesh, M Urata","SIGMOD Conference",2000
"journals/sigmod/YanG95","Information Finding in a Digital Library: The Stanford Perspective","T Yan, H Garcia-Molina","SIGMOD Record",1995
"journals/sigmod/Qian95a","Turmoil at NASA, and Numerous Funding Announcements","X Qian","SIGMOD Record",1995
"conf/sigmod/CorralMTV00","Closest Pair Queries in Spatial Databases","A Corral, Y Manolopoulos, Y Theodoridis, M Vassilakopoulos","SIGMOD Conference",2000
"conf/sigmod/RoySSB00","Efficient and Extensible Algorithms for Multi Query Optimization","P Roy, S Seshadri, S Sudarshan, S Bhobe","SIGMOD Conference",2000
"journals/sigmod/KimballS95","Why Decision Support Fails and How To Fix It","R Kimball, K Strehlo","SIGMOD Record",1995
"journals/sigmod/Zhang95","Application of OODB and SGML Techniques in Text Database: An Electronic Dictionary System","J Zhang","SIGMOD Record",1995
"conf/sigmod/HellersteinA00","Eddies: Continuously Adaptive Query Processing","R Avnur, J Hellerstein","SIGMOD Conference",2000
"journals/sigmod/Lee95","Normalization in OODB Design","B Lee","SIGMOD Record",1995
"conf/sigmod/PopaDST00","A Chase Too Far?","L Popa, A Deutsch, A Sahuguet, V Tannen","SIGMOD Conference",2000
"journals/sigmod/KokkotosIPS95","On the Issue of Valid Time(s) in Temporal Databases","S Kokkotos, E Ioannidis, T Panayiotopoulos, C Spyropoulos","SIGMOD Record",1995
"conf/sigmod/AgrawalW00","A Framework for Expressing and Combining Preferences","R Agrawal, E Wimmers","SIGMOD Conference",2000
"journals/sigmod/GamacheS95","Addressing Techniques Used in Database Object Managers O2 and Orion","A Gamache, N Sahraoui","SIGMOD Record",1995
"conf/sigmod/ForlizziGNS00","A Data Model and Data Structures for Moving Objects Databases","L Forlizzi, R G�ting, E Nardelli, M Schneider","SIGMOD Conference",2000
"journals/sigmod/DogacDKOONEHAKKM95","METU Interoperable Database System","A Dogac, C Dengi, E Kilic, G �zhan, F Ozcan, S Nural, C Evrendilek, U Halici, I Arpinar, P Koksal, N Kesim, S Mancuhan","SIGMOD Record",1995
"conf/sigmod/MoonSL00","Adaptive Multi-Stage Distance Join Processing","H Shin, B Moon, S Lee","SIGMOD Conference",2000
"conf/sigmod/LiuPBHPT00","AQR-Toolkit: An Adaptive Query Routing Middleware for Distributed Data Intensive Systems","L Liu, C Pu, D Buttler, W Han, H Paques, W Tang","SIGMOD Conference",2000
"journals/sigmod/KlasS94","Metadata for Digital Media: Introduction to the Special Issue","W Klas, A Sheth","SIGMOD Record",1994
"journals/sigmod/Wedekind94","\Are the Terms \""\""Version\""\"" and \""\""Variant\""\"" Orthogonal to One Another? A Critical Assessment of the STEP Standardization\""""","H Wedekind","SIGMOD Record",1994
"conf/sigmod/GillmannWSWW00","A Goal-driven Auto-Configuration Tool for the Distributed Workflow Management System Mentor-lite","M Gillmann, J Wei�enfels, G Shegalov, W Wonner, G Weikum","SIGMOD Conference",2000
"conf/sigmod/2000","Proceedings of the 2000 ACM SIGMOD International Conference on Management of Data, May 16-18, 2000, Dallas, Texas, USA","N/A","N/A",2000
"journals/sigmod/JainH94","Metadata in Video Databases","R Jain, A Hampapur","SIGMOD Record",1994
"journals/sigmod/BohmR94","Metadata for Multimedia Documents","K B�hm, T Rakow","SIGMOD Record",1994
"conf/sigmod/OriaOILY00","DISIMA: A Distributed and Interoperable Image Database System","V Oria, M �zsu, P Iglinski, S Lin, B Yao","SIGMOD Conference",2000
"conf/sigmod/RiedelFGN00","Data Mining on an OLTP System (Nearly) for Free","E Riedel, C Faloutsos, G Ganger, D Nagle","SIGMOD Conference",2000
"journals/sigmod/ShinM94","A New Join Algorithm","D Shin, A Meltzer","SIGMOD Record",1994
"conf/sigmod/HanPY00","Mining Frequent Patterns without Candidate Generation","J Han, J Pei, Y Yin","SIGMOD Conference",2000
"journals/sigmod/Bertram94","Data Modelling in the Large","M Bertram","SIGMOD Record",1994
"journals/sigmod/Segev94b","Editor's Notes and Erratum","N/A","N/A",1994
"conf/sigmod/LakhamrajuRSS00","On-line Reorganization in Object Databases","M Lakhamraju, R Rastogi, S Seshadri, S Sudarshan","SIGMOD Conference",2000
"conf/sigmod/ShenoyHSBBS00","Turbo-charging Vertical Mining of Large Databases","P Shenoy, J Haritsa, S Sudarshan, G Bhalotia, M Bawa, D Shah","SIGMOD Conference",2000
"journals/sigmod/KiyokiKH94","A Metadatabase System for Semantic Image Search by a Mathematical Model of Meaning","Y Kiyoki, T Kitagawa, T Hayama","SIGMOD Record",1994
"journals/sigmod/Alonso95","Trade Press News","N/A","N/A",1995
"conf/sigmod/HsiaoN00","DLFM: A Transactional Resource Manager","H Hsiao, I Narang","SIGMOD Conference",2000
"journals/sigmod/SchlageterBHMSW95","The Database Group at University of Hagen (FernUniversitaet)","G Schlageter, T Berkel, E Heuel, S Mittrach, A Scherer, W Wilkes","SIGMOD Record",1995
"conf/sigmod/Ross00","Expressing Business Rules","R Ross","SIGMOD Conference",2000
"conf/sigmod/Jhingran00","Anatomy of a Real E-Commerce System","A Jhingran","SIGMOD Conference",2000
"journals/sigmod/X95","Calls for Papers and Announcements","N/A","SIGMOD Record",1995
"conf/sigmod/Weininger00","Handling Very Large Databases with Informix Extended Parallel Server","A Weininger","SIGMOD Conference",2000
"journals/sigmod/Qian95","Political Winds Change Direction Again","X Qian","SIGMOD Record",1995
"conf/sigmod/ChenDLT00","Fact: A Learning Based Web Query Processing System","S Chen, Y Diao, H Lu, Z Tian","SIGMOD Conference",2000
"journals/sigmod/Jannink95","Implementing Deletion in B+-Trees","J Jannink","SIGMOD Record",1995
"journals/sigmod/NgH95","Multigranularity Locking in Multiple Job Classes Transaction Processing System","S Ng, S Hung","SIGMOD Record",1995
"conf/sigmod/WangSSZZW00","An Approximate Search Engine for Structural Databases","J Wang, X Wang, D Shasha, B Shapiro, K Zhang, X Zheng, Q Ma, Z Weinberg","SIGMOD Conference",2000
"conf/sigmod/JarkeQCLFLVV00","Concept Based Design of Data Warehouses: The DWQ Demonstrators","M Jarke, C Quix, D Calvanese, M Lenzerini, E Franconi, S Ligoudistianos, P Vassiliadis, Y Vassiliou","SIGMOD Conference",2000
"journals/sigmod/Jarke95","Information Systems Research at RWTH Aachen","M Jarke","SIGMOD Record",1995
"conf/sigmod/Galhardas00","AJAX: An Extensible Data Cleaning Tool","H Galhardas, D Florescu, D Shasha, E Simon","SIGMOD Conference",2000
"journals/sigmod/DarwenD95","The Third Manifesto","H Darwen, C Date","SIGMOD Record",1995
"conf/sigmod/LitwinS00","LH*RS: A High-Availability Scalable Distributed Data Structure using Reed Solomon Codes","W Litwin, T Schwarz","SIGMOD Conference",2000
"journals/sigmod/SellisV95","The Database Group at National Technical University of Athens (NTUA)","T Sellis, Y Vassiliou","SIGMOD Record",1995
"journals/sigmod/Qian95b","Opportunities at ARPA, NSF, and Elsewhere","X Qian","SIGMOD Record",1995
"conf/sigmod/GoldmanW00","WSQ/DSQ: A Practical Approach for Combined Querying of Databases and the Web","R Goldman, J Widom","SIGMOD Conference",2000
"journals/sigmod/EnglertGH95","Parallelism and its Price: A Case Study of NonStop SQL/MP","S Englert, R Glasstone, W Hasan","SIGMOD Record",1995
"conf/sigmod/RodriguezR00","MOCHA: A Self-Extensible Database Middleware System for Distributed Data Sources","M Rodriguez-Martinez, N Roussopoulos","SIGMOD Conference",2000
"journals/sigmod/VenkatraoP95","SQL/CLI - A New Binding Style for SQL","M Venkatrao, M Pizzo","SIGMOD Record",1995
"conf/sigmod/LeeKOTM00","Towards Self-Tuning Data Placement in Parallel Database Systems","M Lee, M Kitsuregawa, B Ooi, K Tan, A Mondal","SIGMOD Conference",2000
"journals/sigmod/SegevJS95","Report on The 1995 International Workshop on Temporal Databases","N/A","N/A",1995
"conf/sigmod/LabrinidisR00","WebView Materialization","A Labrinidis, N Roussopoulos","SIGMOD Conference",2000
"journals/sigmod/Bohlen95","Temporal Database System Implementations","M B�hlen","SIGMOD Record",1995
"conf/sigmod/ChenJDTW00","NiagaraCQ: A Scalable Continuous Query System for Internet Databases","J Chen, D DeWitt, F Tian, Y Wang","SIGMOD Conference",2000
